아이디,이름,나이(월),품종,성별,색상1,색상2,색상3,크기,털길이,예방접종,구충여부,중성화,지역,건강 상태,사회도,친화도,활동성,상세설명
861d65847,참외,1,믹스견,암컷,검정,갈색,없음,중형,단모,미완료,완료,미완료,대구,5,3,4,4,애교가 철철 넘치는 참외! 검정 털이 부드러운 믹스견 아이입니다. 눈만 마주쳐도 기분이 좋아져요.
b8ccf4b62,참치,36,치와와,수컷,갈색,없음,없음,소형,단모,완료,완료,미완료,전남,4,5,4,3,"이 구역의 최고 귀염둥이 참치! 갈색 털을 가진 치와와 아이로, 꼬리를 살랑살랑 흔들며 먼저 다가온답니다."
1035db262,코코아,2,믹스견,암컷,갈색,없음,없음,소형,단모,불확실,불확실,미완료,광주,4,5,5,4,"차분하고 순한 성격의 코코아입니다. 갈색 색상의 믹스견 아이로, 조용히 곁을 지켜주는 든든한 친구예요."
7cf37c7e2,번쩍,6,닥스훈트,암컷,갈색,크림색,없음,소형,중모,불확실,완료,완료,충남,5,4,5,3,"반짝이는 눈망울을 가진 번쩍. 갈색 색상의 닥스훈트 아이로, 아주 영리하고 배우는 게 빠릅니다."
e375cb119,빵빵,53,퍼그,암컷,검정,크림색,없음,중형,단모,완료,완료,완료,제주,5,4,3,5,"이 구역의 최고 귀염둥이 빵빵! 검정 털을 가진 퍼그 아이로, 꼬리를 살랑살랑 흔들며 먼저 다가온답니다."
be3508ce5,잉어,1,믹스견,암컷,크림색,흰색,없음,중형,단모,완료,완료,미완료,경북,4,5,5,4,"차분하고 순한 성격의 잉어입니다. 크림색 색상의 믹스견 아이로, 조용히 곁을 지켜주는 든든한 친구예요."
c45e47c4c,나린,3,믹스견,암컷,크림색,흰색,없음,중형,중모,미완료,미완료,미완료,경기,5,5,3,4,처음엔 쑥스러워하지만 금방 친해지는 나린! 크림색 털의 소중한 믹스견 천사를 만나보세요.
387a8e71a,붕어,2,믹스견,수컷,검정,갈색,없음,중형,단모,미완료,완료,미완료,경기,5,5,5,4,표정은 세상 진지한 붕어! 검정 털이 매력적인 믹스견 친구예요. 호기심도 많고 아주 씩씩하답니다.
abaf6c9ee,하랑,12,믹스견,암컷,흰색,없음,없음,중형,단모,불확실,완료,불확실,경기,4,4,4,3,처음엔 쑥스러워하지만 금방 친해지는 하랑! 흰색 털의 소중한 믹스견 천사를 만나보세요.
1e7a3b766,치와,108,코커 스패니얼,수컷,갈색,없음,없음,소형,장모,완료,완료,완료,광주,3,4,4,3,표정은 세상 진지한 치와! 갈색 털이 매력적인 코커 스패니얼 친구예요. 호기심도 많고 아주 씩씩하답니다.
5f20dde82,젤리,5,비글,수컷,검정,갈색,흰색,중형,단모,완료,완료,미완료,경기,5,3,5,4,구조 후 잘 적응 중인 젤리! 비글 특유의 영리함과 검정 털이 돋보입니다. 가족을 기다려요.
b9e604ca1,사랑,3,믹스견,수컷,갈색,없음,없음,중형,단모,미완료,완료,미완료,경기,5,3,4,5,활동량이 풍부한 사랑이와 함께 산책 어떠신가요? 갈색 털을 가진 멋진 믹스견 친구입니다.
ca4224e0b,안개,2,믹스견,수컷,갈색,없음,없음,중형,단모,미완료,완료,미완료,경기,5,4,5,3,활동량이 풍부한 안개이와 함께 산책 어떠신가요? 갈색 털을 가진 멋진 믹스견 친구입니다.
4ce620a7a,겨울,3,믹스견,암컷,갈색,크림색,없음,중형,단모,완료,완료,미완료,경북,3,4,3,5,세상에서 가장 야무진 겨울이를 소개합니다. 갈색 색상의 믹스견이며 주사도 씩씩하게 잘 맞는 천사예요.
bbd0c8f36,똘이,2,믹스견,암컷,크림색,회색,흰색,중형,단모,완료,완료,미완료,서울,3,3,4,3,간식을 기다릴 때 가장 진지한 똘이이에요. 크림색 털의 귀여운 믹스견으로 호기심이 아주 많답니다.
d7a002088,포도,2,믹스견,암컷,검정,금색,없음,중형,중모,완료,완료,미완료,경북,3,4,5,3,멋진 포스를 풍기는 포도! 하지만 마음은 따뜻한 믹스견 아이랍니다. 검정 털이 아주 부드러워요.
f980544af,예나,60,스피츠,수컷,흰색,없음,없음,중형,중모,미완료,미완료,미완료,경기,4,4,3,4,활동량이 풍부한 예나이와 함께 산책 어떠신가요? 흰색 털을 가진 멋진 스피츠 친구입니다.
08a9b6f29,나뭇잎,3,믹스견,암컷,크림색,없음,없음,중형,단모,미완료,완료,미완료,울산,4,3,4,3,구조 후 잘 적응 중인 나뭇잎! 믹스견 특유의 영리함과 크림색 털이 돋보입니다. 가족을 기다려요.
261c4115b,달님,15,믹스견,암컷,흰색,없음,없음,중형,단모,완료,완료,완료,서울,3,5,4,4,통통 튀는 걸음걸이가 매력적인 달님! 멋진 흰색 색을 가진 믹스견 친구와 평생 가족이 되어주세요.
f056ab9fc,나린,2,믹스견,수컷,흰색,없음,없음,중형,단모,완료,불확실,불확실,대전,5,3,4,5,"사람을 정말 좋아하는 나린이에요. 흰색 코트가 멋진 믹스견으로, 순하고 맑은 눈망울을 가졌어요."
8b2be8807,표범,63,골든 리트리버,암컷,검정,없음,없음,중형,단모,완료,완료,완료,서울,5,5,4,3,"사람을 정말 좋아하는 표범이에요. 검정 코트가 멋진 골든 리트리버으로, 순하고 맑은 눈망울을 가졌어요."
8670bd551,하루,3,믹스견,수컷,크림색,없음,없음,소형,단모,완료,완료,미완료,부산,4,3,4,4,하루은(는) 정말 사랑스러운 믹스견 친구예요. 크림색 털이 매력 포인트이며 누구와도 잘 지내요.
fd3c1a3bb,몽글,2,믹스견,수컷,검정,갈색,없음,중형,단모,완료,완료,미완료,경기,4,3,3,5,몽글은(는) 검정 솜뭉치 같아요! '사회성 만렙'을 담당하는 귀여운 믹스견 아이랍니다. 밝은 에너지가 넘쳐요.
af514b027,다정,2,믹스견,암컷,갈색,크림색,회색,중형,단모,미완료,미완료,미완료,강원,4,4,5,3,"이 구역의 최고 귀염둥이 다정! 갈색 털을 가진 믹스견 아이로, 꼬리를 살랑살랑 흔들며 먼저 다가온답니다."
a2cf852c0,이틀,2,믹스견,수컷,갈색,크림색,없음,중형,단모,완료,완료,불확실,충남,4,3,5,5,이틀은(는) 갈색 솜뭉치 같아요! '사회성 만렙'을 담당하는 귀여운 믹스견 아이랍니다. 밝은 에너지가 넘쳐요.
a16c6d55d,통통,2,믹스견,수컷,검정,갈색,흰색,중형,단모,미완료,완료,미완료,경기,5,4,5,5,"사람을 정말 좋아하는 통통이에요. 검정 코트가 멋진 믹스견으로, 순하고 맑은 눈망울을 가졌어요."
f72d7a939,판다,1,래브라도 리트리버,암컷,검정,갈색,흰색,중형,단모,미완료,미완료,미완료,충남,5,5,3,4,구조 후 잘 적응 중인 판다! 래브라도 리트리버 특유의 영리함과 검정 털이 돋보입니다. 가족을 기다려요.
c240d153f,카롱,5,잭 러셀 테리어,암컷,검정,갈색,흰색,중형,단모,불확실,불확실,미완료,서울,3,5,4,5,통통 튀는 걸음걸이가 매력적인 카롱! 멋진 검정 색을 가진 잭 러셀 테리어 친구와 평생 가족이 되어주세요.
a0825ad18,벨라,36,미니어처 핀셔,암컷,검정,갈색,금색,소형,단모,완료,완료,미완료,전남,5,3,3,3,통통 튀는 걸음걸이가 매력적인 벨라! 멋진 검정 색을 가진 미니어처 핀셔 친구와 평생 가족이 되어주세요.
2fb24b53d,별하,3,믹스견,암컷,검정,금색,크림색,대형,중모,완료,완료,미완료,경기,5,3,3,5,세상에서 가장 야무진 별하이를 소개합니다. 검정 색상의 믹스견이며 주사도 씩씩하게 잘 맞는 천사예요.
cf162bb42,토리,2,믹스견,암컷,검정,금색,없음,중형,중모,완료,완료,미완료,서울,5,5,5,3,간식을 기다릴 때 가장 진지한 토리이에요. 검정 털의 귀여운 믹스견으로 호기심이 아주 많답니다.
7b6f894a1,하랑,18,푸들,수컷,갈색,금색,없음,소형,중모,완료,완료,미완료,전남,4,3,4,4,표정은 세상 진지한 하랑! 갈색 털이 매력적인 푸들 친구예요. 호기심도 많고 아주 씩씩하답니다.
8d1dce21f,순심,3,믹스견,수컷,검정,없음,없음,중형,단모,미완료,완료,미완료,경기,3,3,3,3,구조 후 잘 적응 중인 순심! 믹스견 특유의 영리함과 검정 털이 돋보입니다. 가족을 기다려요.
752b2d9c5,구슬,12,잉글리시 코커 스패니얼,암컷,갈색,금색,없음,소형,중모,완료,완료,완료,경기,4,4,5,4,구조 후 잘 적응 중인 구슬! 잉글리시 코커 스패니얼 특유의 영리함과 갈색 털이 돋보입니다. 가족을 기다려요.
90f1bb168,환타,12,슈나우저,수컷,크림색,회색,흰색,중형,중모,완료,완료,불확실,경남,5,3,4,3,활동량이 풍부한 환타이와 함께 산책 어떠신가요? 크림색 털을 가진 멋진 슈나우저 친구입니다.
e0ee00f9a,용맹,12,코커 스패니얼,암컷,갈색,금색,크림색,중형,장모,완료,완료,미완료,경남,3,5,3,4,표정은 세상 진지한 용맹! 갈색 털이 매력적인 코커 스패니얼 친구예요. 호기심도 많고 아주 씩씩하답니다.
9a7474fd8,룽지,3,믹스견,수컷,갈색,없음,없음,중형,중모,완료,완료,미완료,대구,5,5,3,3,룽지은(는) 갈색 솜뭉치 같아요! '사회성 만렙'을 담당하는 귀여운 믹스견 아이랍니다. 밝은 에너지가 넘쳐요.
5bfbb098d,앵두,2,래브라도 리트리버,수컷,검정,갈색,흰색,중형,중모,불확실,완료,불확실,강원,3,5,4,4,통통 튀는 걸음걸이가 매력적인 앵두! 멋진 검정 색을 가진 래브라도 리트리버 친구와 평생 가족이 되어주세요.
06ed12b93,참치,2,골든 리트리버,수컷,갈색,크림색,없음,소형,중모,불확실,불확실,불확실,충남,3,4,5,4,"차분하고 순한 성격의 참치입니다. 갈색 색상의 골든 리트리버 아이로, 조용히 곁을 지켜주는 든든한 친구예요."
49c5dbda7,레오,2,테리어,암컷,갈색,크림색,흰색,대형,중모,완료,완료,미완료,서울,5,5,5,3,"반짝이는 눈망울을 가진 레오. 갈색 색상의 테리어 아이로, 아주 영리하고 배우는 게 빠릅니다."
21a56b530,통통,24,푸들,암컷,크림색,없음,없음,소형,중모,완료,완료,완료,경기,4,3,3,3,간식을 기다릴 때 가장 진지한 통통이에요. 크림색 털의 귀여운 푸들으로 호기심이 아주 많답니다.
1dcd8bc8a,알라딘,3,믹스견,암컷,갈색,없음,없음,소형,단모,완료,완료,미완료,경기,3,5,4,4,멋진 포스를 풍기는 알라딘! 하지만 마음은 따뜻한 믹스견 아이랍니다. 갈색 털이 아주 부드러워요.
cc261e309,올라프,5,미니어처 핀셔,암컷,검정,갈색,없음,소형,단모,완료,완료,미완료,경기,5,4,5,4,표정은 세상 진지한 올라프! 검정 털이 매력적인 미니어처 핀셔 친구예요. 호기심도 많고 아주 씩씩하답니다.
a39034cfc,몽글,6,믹스견,암컷,금색,없음,없음,소형,단모,완료,완료,미완료,충남,3,5,4,5,통통 튀는 걸음걸이가 매력적인 몽글! 멋진 금색 색을 가진 믹스견 친구와 평생 가족이 되어주세요.
637e741e8,명왕성,1,믹스견,암컷,갈색,흰색,없음,중형,단모,미완료,불확실,미완료,서울,4,4,4,4,"이 구역의 최고 귀염둥이 명왕성! 갈색 털을 가진 믹스견 아이로, 꼬리를 살랑살랑 흔들며 먼저 다가온답니다."
e899d33d5,메리,1,믹스견,암컷,크림색,없음,없음,중형,중모,미완료,미완료,미완료,부산,5,5,5,3,애교가 철철 넘치는 메리! 크림색 털이 부드러운 믹스견 아이입니다. 눈만 마주쳐도 기분이 좋아져요.
c5aeec694,탄이,2,테리어,암컷,갈색,흰색,없음,중형,단모,미완료,미완료,미완료,경기,3,3,3,5,"이 구역의 최고 귀염둥이 탄이! 갈색 털을 가진 테리어 아이로, 꼬리를 살랑살랑 흔들며 먼저 다가온답니다."
e01638894,뿌리,1,믹스견,수컷,갈색,없음,없음,중형,단모,미완료,미완료,미완료,부산,5,5,4,5,애교가 철철 넘치는 뿌리! 갈색 털이 부드러운 믹스견 아이입니다. 눈만 마주쳐도 기분이 좋아져요.
de0f0272c,티거,2,복서,암컷,금색,흰색,없음,중형,단모,불확실,불확실,미완료,부산,4,4,4,5,"사람을 정말 좋아하는 티거이에요. 금색 코트가 멋진 복서으로, 순하고 맑은 눈망울을 가졌어요."
d3a4afef1,대추,2,믹스견,수컷,검정,흰색,없음,중형,중모,완료,완료,미완료,서울,5,3,4,4,통통 튀는 걸음걸이가 매력적인 대추! 멋진 검정 색을 가진 믹스견 친구와 평생 가족이 되어주세요.
d4c153877,깜찍,4,믹스견,암컷,크림색,없음,없음,소형,장모,미완료,미완료,미완료,경북,4,4,5,4,"이 구역의 최고 귀염둥이 깜찍! 크림색 털을 가진 믹스견 아이로, 꼬리를 살랑살랑 흔들며 먼저 다가온답니다."
77a74852b,빵빵,2,믹스견,암컷,검정,갈색,없음,중형,단모,미완료,완료,미완료,대구,5,3,5,4,세상에서 가장 야무진 빵빵이를 소개합니다. 검정 색상의 믹스견이며 주사도 씩씩하게 잘 맞는 천사예요.
3b2b69d20,모카,48,로트와일러,수컷,검정,없음,없음,대형,단모,완료,완료,완료,서울,4,5,5,4,멋진 포스를 풍기는 모카! 하지만 마음은 따뜻한 로트와일러 아이랍니다. 검정 털이 아주 부드러워요.
ac3a5c473,용맹,36,저먼 셰퍼드,암컷,검정,갈색,없음,대형,중모,완료,완료,완료,경기,4,3,4,3,"차분하고 순한 성격의 용맹입니다. 검정 색상의 저먼 셰퍼드 아이로, 조용히 곁을 지켜주는 든든한 친구예요."
bfab5f493,콜라,2,믹스견,수컷,갈색,금색,흰색,중형,단모,미완료,완료,미완료,광주,4,4,4,5,콜라은(는) 정말 사랑스러운 믹스견 친구예요. 갈색 털이 매력 포인트이며 누구와도 잘 지내요.
f78698cc4,바늘,60,골든 리트리버,수컷,금색,없음,없음,대형,중모,완료,완료,완료,서울,4,5,3,5,애교가 철철 넘치는 바늘! 금색 털이 부드러운 골든 리트리버 아이입니다. 눈만 마주쳐도 기분이 좋아져요.
9b0744be7,화성,12,치와와,암컷,금색,흰색,없음,소형,중모,완료,완료,미완료,부산,3,5,4,5,멋진 포스를 풍기는 화성! 하지만 마음은 따뜻한 치와와 아이랍니다. 금색 털이 아주 부드러워요.
b1ae07ad5,호떡,6,믹스견,수컷,검정,없음,없음,중형,단모,완료,완료,미완료,경북,3,5,5,3,활동량이 풍부한 호떡이와 함께 산책 어떠신가요? 검정 털을 가진 멋진 믹스견 친구입니다.
c9d24314b,하루,3,래브라도 리트리버,암컷,검정,없음,없음,대형,단모,완료,완료,미완료,서울,5,5,3,4,표정은 세상 진지한 하루! 검정 털이 매력적인 래브라도 리트리버 친구예요. 호기심도 많고 아주 씩씩하답니다.
f90762cef,심바,60,푸들,암컷,흰색,없음,없음,소형,중모,완료,완료,불확실,경기,4,5,5,4,애교가 철철 넘치는 심바! 흰색 털이 부드러운 푸들 아이입니다. 눈만 마주쳐도 기분이 좋아져요.
eda2151fa,가을,4,테리어,수컷,크림색,흰색,없음,중형,단모,완료,완료,미완료,서울,4,3,3,3,멋진 포스를 풍기는 가을! 하지만 마음은 따뜻한 테리어 아이랍니다. 크림색 털이 아주 부드러워요.
c7338db23,토리,1,믹스견,수컷,검정,갈색,흰색,중형,중모,미완료,완료,미완료,서울,4,5,5,3,애교가 철철 넘치는 토리! 검정 털이 부드러운 믹스견 아이입니다. 눈만 마주쳐도 기분이 좋아져요.
c1f4af354,도넛,1,믹스견,암컷,크림색,없음,없음,중형,단모,미완료,미완료,미완료,서울,3,4,5,5,표정은 세상 진지한 도넛! 크림색 털이 매력적인 믹스견 친구예요. 호기심도 많고 아주 씩씩하답니다.
a04c35bc6,도토리,24,푸들,수컷,흰색,없음,없음,중형,중모,완료,완료,미완료,충남,3,5,4,4,통통 튀는 걸음걸이가 매력적인 도토리! 멋진 흰색 색을 가진 푸들 친구와 평생 가족이 되어주세요.
079f5f1e4,쌩쌩,1,믹스견,암컷,갈색,없음,없음,중형,단모,미완료,미완료,미완료,경기,5,5,4,4,표정은 세상 진지한 쌩쌩! 갈색 털이 매력적인 믹스견 친구예요. 호기심도 많고 아주 씩씩하답니다.
78cb569c6,바람,8,믹스견,암컷,흰색,없음,없음,중형,장모,완료,완료,완료,서울,3,4,4,5,멋진 포스를 풍기는 바람! 하지만 마음은 따뜻한 믹스견 아이랍니다. 흰색 털이 아주 부드러워요.
ad6cfec5c,윤슬,3,믹스견,암컷,갈색,없음,없음,중형,중모,미완료,미완료,미완료,광주,5,4,3,5,"이 구역의 최고 귀염둥이 윤슬! 갈색 털을 가진 믹스견 아이로, 꼬리를 살랑살랑 흔들며 먼저 다가온답니다."
